DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,Sexo,Edad,Ocupacion
613799,237,4,1,4,1751.4232861,Hombre,6,
613800,237,1,1,1,3584.4436965,Hombre,45,Trabajando
613800,237,2,1,2,3584.4436965,Hombre,28,Trabajando
613801,237,1,1,1,2480.1312185,Hombre,38,Trabajando
613801,237,2,1,2,2480.1312185,Mujer,32,Oficios del hogar
613801,237,3,1,3,2480.1312185,Hombre,10,
613802,237,1,1,1,2145.6050988,Mujer,70,Oficios del hogar
613802,237,2,1,2,2145.6050988,Mujer,26,Trabajando
613802,237,3,1,3,2145.6050988,Mujer,8,
613803,237,1,1,1,464.59254839,Mujer,48,Trabajando
613804,237,1,1,1,1178.4832374,Hombre,55,Trabajando
613804,237,2,1,2,1178.4832374,Mujer,60,Trabajando
613804,237,3,1,3,1178.4832374,Mujer,30,Trabajando
613804,237,4,1,4,1178.4832374,Mujer,21,Estudiando
613805,237,1,1,1,505.06424459,Mujer,46,Trabajando
613805,237,2,1,2,505.06424459,Mujer,14,
613805,237,3,1,3,505.06424459,Hombre,12,
613806,237,1,1,1,1128.3128833,Hombre,52,Trabajando
613807,237,1,1,1,462.09926847,Hombre,29,Trabajando
613807,237,2,1,2,462.09926847,Mujer,27,Trabajando
613807,237,3,1,3,462.09926847,Hombre,1,
613808,237,1,1,1,437.2054974,Mujer,78,Pensionado
613808,237,2,1,2,437.2054974,Hombre,72,Pensionado
613809,237,1,1,1,318.19047409,Mujer,35,Trabajando
613809,237,2,1,2,318.19047409,Mujer,9,
613809,237,3,1,3,318.19047409,Hombre,3,
613810,237,1,1,1,822.79556937,Mujer,68,Pensionado
613810,237,2,1,2,822.79556937,Mujer,22,Estudiando
613811,237,1,1,1,638.98172928,Mujer,44,Trabajando
613811,237,2,1,2,638.98172928,Hombre,45,Trabajando
613812,237,1,1,1,1272.7618964,Hombre,21,Estudiando
613812,237,2,1,2,1272.7618964,Hombre,18,Estudiando
613813,237,1,1,1,218.64071885,Mujer,32,Trabajando
613813,237,2,1,2,218.64071885,Mujer,9,
613814,237,1,1,1,221.67670834,Mujer,46,Trabajando
613814,237,2,1,2,221.67670834,Hombre,29,Trabajando
613814,237,3,1,3,221.67670834,Mujer,30,Trabajando
613814,237,4,1,4,221.67670834,Mujer,10,
613815,237,1,1,1,359.18101869,Hombre,32,Trabajando
613815,237,2,1,2,359.18101869,Mujer,23,Trabajando
613816,237,1,1,1,1010.0293974,Mujer,74,Oficios del hogar
613816,237,2,1,2,1010.0293974,Mujer,34,Trabajando
613816,237,3,1,3,1010.0293974,Hombre,33,Trabajando
613817,237,1,1,1,1288.1691918,Mujer,38,Trabajando
613817,237,2,1,2,1288.1691918,Hombre,14,
613817,237,3,1,3,1288.1691918,Hombre,3,
613818,237,4,1,4,979.23760127,Hombre,12,
613818,237,5,1,5,979.23760127,Mujer,9,
613818,237,6,1,6,979.23760127,Hombre,7,
613818,237,7,1,7,979.23760127,Mujer,5,
613818,237,8,1,8,979.23760127,Mujer,3,
613818,237,9,1,9,979.23760127,Mujer,2,
613818,237,10,1,10,979.23760127,Mujer,1,
613818,237,1,1,1,979.23760127,Mujer,35,Oficios del hogar
613818,237,2,1,2,979.23760127,Hombre,45,Trabajando
613818,237,3,1,3,979.23760127,Hombre,13,
613819,237,2,1,2,3916.9504051,Mujer,24,Oficios del hogar
613819,237,3,1,3,3916.9504051,Mujer,1,
613819,237,1,1,1,3916.9504051,Hombre,24,Trabajando
613820,237,1,1,1,1478.5950249,Hombre,32,Trabajando
613820,237,2,1,2,1478.5950249,Mujer,30,Oficios del hogar
613820,237,3,1,3,1478.5950249,Mujer,9,
613820,237,4,1,4,1478.5950249,Hombre,7,
613820,237,5,1,5,1478.5950249,Mujer,4,
613821,237,1,1,1,1647.9223552,Mujer,36,Oficios del hogar
613821,237,2,1,2,1647.9223552,Hombre,43,Trabajando
613821,237,3,1,3,1647.9223552,Hombre,13,
613822,237,1,1,1,1437.100231,Mujer,66,Oficios del hogar
613822,237,2,1,2,1437.100231,Mujer,26,Trabajando
613822,237,3,1,3,1437.100231,Mujer,14,
613823,237,1,1,1,1815.2076799,Hombre,30,Trabajando
613823,237,2,1,2,1815.2076799,Mujer,27,Oficios del hogar
613823,237,3,1,3,1815.2076799,Mujer,4,
613823,237,4,1,4,1815.2076799,Mujer,5,
613824,237,1,1,1,3062.8554351,Mujer,52,Trabajando
613824,237,2,1,2,3062.8554351,Mujer,21,Estudiando
613825,237,1,1,1,2409.851334,Hombre,27,Trabajando
613825,237,2,1,2,2409.851334,Mujer,22,Oficios del hogar
613825,237,3,1,3,2409.851334,Hombre,8,
613825,237,4,1,4,2409.851334,Hombre,5,
613826,237,1,1,1,1288.1691918,Mujer,30,Trabajando
613826,237,2,1,2,1288.1691918,Hombre,10,
613826,237,3,1,3,1288.1691918,Hombre,9,
613827,237,1,1,1,1182.2319417,Mujer,68,Trabajando
613827,237,2,1,2,1182.2319417,Hombre,13,
613828,237,1,1,1,2893.5281047,Mujer,47,Trabajando
613828,237,2,1,2,2893.5281047,Mujer,18,Estudiando
613828,237,3,1,3,2893.5281047,Mujer,14,
613828,237,4,1,4,2893.5281047,Mujer,13,
613829,237,1,1,1,1226.646035,Hombre,28,Trabajando
613829,237,2,1,2,1226.646035,Mujer,36,Oficios del hogar
613829,237,3,1,3,1226.646035,Mujer,14,
613829,237,4,1,4,1226.646035,Hombre,5,
613829,237,5,1,5,1226.646035,Hombre,0,
613830,237,1,1,1,1988.5750138,Hombre,25,Trabajando
613830,237,2,1,2,1988.5750138,Mujer,22,Oficios del hogar
613830,237,3,1,3,1988.5750138,Mujer,7,
613830,237,4,1,4,1988.5750138,Hombre,5,
613830,237,5,1,5,1988.5750138,Hombre,3,
613830,237,6,1,6,1988.5750138,Hombre,0,
613831,237,1,1,1,2073.238679,Hombre,30,Trabajando
613831,237,2,1,2,2073.238679,Mujer,22,Oficios del hogar
613831,237,3,1,3,2073.238679,Hombre,4,
613831,237,4,1,4,2073.238679,Hombre,2,
613831,237,5,1,5,2073.238679,Hombre,0,
613832,237,1,1,1,1370.7908513,Mujer,32,Trabajando
613832,237,2,1,2,1370.7908513,Mujer,7,
613832,237,3,1,3,1370.7908513,Hombre,5,
613832,237,4,1,4,1370.7908513,Mujer,1,
613832,237,5,1,5,1370.7908513,Mujer,4,
613833,237,1,1,1,2876.7981924,Mujer,54,Trabajando
613833,237,2,1,2,2876.7981924,Hombre,24,Trabajando
613833,237,3,1,3,2876.7981924,Hombre,12,
613834,237,1,1,1,1141.9823698,Mujer,33,Trabajando
613834,237,2,1,2,1141.9823698,Hombre,35,Trabajando
613834,237,3,1,3,1141.9823698,Hombre,14,
613834,237,4,1,4,1141.9823698,Mujer,12,
613834,237,5,1,5,1141.9823698,Mujer,9,
613834,237,6,1,6,1141.9823698,Hombre,7,
613835,237,1,1,1,3210.4915481,Hombre,22,Trabajando
613836,237,1,1,1,3577.2040144,Hombre,52,Buscando trabajo
613836,237,2,1,2,3577.2040144,Mujer,17,Estudiando
613836,237,3,1,3,3577.2040144,Hombre,15,Estudiando
613836,237,4,1,4,3577.2040144,Mujer,14,
613836,237,5,1,5,3577.2040144,Hombre,10,
613836,237,6,1,6,3577.2040144,Hombre,8,
613838,237,1,1,1,1236.0084998,Mujer,35,Trabajando
613838,237,2,1,2,1236.0084998,Hombre,37,Trabajando
613839,237,1,1,1,1053.2628351,Mujer,72,Pensionado
613840,237,1,1,1,1291.3873132,Mujer,59,Oficios del hogar
613840,237,2,1,2,1291.3873132,Hombre,33,Trabajando
613841,237,1,1,1,1590.1277029,Mujer,47,Trabajando
613842,237,1,1,1,1813.7209585,Hombre,62,Trabajando
613842,237,2,1,2,1813.7209585,Mujer,63,Oficios del hogar
613842,237,3,1,3,1813.7209585,Hombre,36,Trabajando
613842,237,4,1,4,1813.7209585,Hombre,26,Trabajando
613843,237,1,1,1,811.8842213,Mujer,55,Oficios del hogar
613843,237,2,1,2,811.8842213,Hombre,62,Trabajando
613843,237,3,1,3,811.8842213,Mujer,26,Oficios del hogar
613844,237,1,1,1,1060.7491241,Hombre,70,Trabajando
613844,237,2,1,2,1060.7491241,Mujer,65,Oficios del hogar
613844,237,3,1,3,1060.7491241,Mujer,22,Trabajando
613845,237,3,1,3,1337.3224066,Hombre,26,Trabajando
613845,237,2,1,2,1337.3224066,Mujer,48,Oficios del hogar
613845,237,1,1,1,1337.3224066,Hombre,46,Trabajando
613845,237,4,1,4,1337.3224066,Hombre,21,Trabajando
613845,237,5,1,5,1337.3224066,Mujer,12,
613846,237,1,1,1,711.59956538,Hombre,31,Trabajando
613846,237,2,1,2,711.59956538,Hombre,63,Trabajando
613846,237,3,1,3,711.59956538,Mujer,26,Buscando trabajo
613847,237,1,1,1,1236.7659911,Mujer,35,Trabajando
613848,237,1,1,1,2031.9126573,Hombre,28,Trabajando
613848,237,2,1,2,2031.9126573,Mujer,23,Trabajando
613848,237,3,1,3,2031.9126573,Mujer,10,
613848,237,4,1,4,2031.9126573,Hombre,9,
613848,237,5,1,5,2031.9126573,Hombre,8,
613848,237,6,1,6,2031.9126573,Mujer,2,
613848,237,7,1,7,2031.9126573,Hombre,21,Trabajando
613848,237,8,1,8,2031.9126573,Mujer,21,Oficios del hogar
613848,237,9,1,9,2031.9126573,Hombre,1,
613849,237,1,1,1,1287.3603115,Mujer,20,Trabajando
613849,237,2,1,2,1287.3603115,Mujer,18,Trabajando
613849,237,3,1,3,1287.3603115,Hombre,2,
613850,237,1,1,1,1456.6515192,Hombre,43,Trabajando
613850,237,2,1,2,1456.6515192,Mujer,39,Trabajando
613850,237,3,1,3,1456.6515192,Mujer,15,Estudiando
613850,237,4,1,4,1456.6515192,Mujer,13,
613851,237,1,1,1,1266.5272281,Mujer,28,Trabajando
613851,237,2,1,2,1266.5272281,Hombre,30,Trabajando
613852,237,3,1,3,792.79668172,Mujer,42,Pensionado
613852,237,1,1,1,792.79668172,Hombre,78,Incapacitado permanente para trabajar
613852,237,2,1,2,792.79668172,Hombre,63,Pensionado
613853,237,1,1,1,1116.4547265,Hombre,51,Trabajando
613853,237,2,1,2,1116.4547265,Mujer,52,Trabajando
613853,237,3,1,3,1116.4547265,Mujer,32,Trabajando
613853,237,4,1,4,1116.4547265,Hombre,10,
613853,237,5,1,5,1116.4547265,Hombre,18,Estudiando
613854,237,1,1,1,971.18697361,Hombre,70,Pensionado
613854,237,2,1,2,971.18697361,Mujer,62,Oficios del hogar
613855,237,1,1,1,1254.1395355,Hombre,19,Estudiando
613855,237,2,1,2,1254.1395355,Hombre,25,Estudiando
613856,237,1,1,1,1188.8762485,Hombre,27,Estudiando
613856,237,2,1,2,1188.8762485,Hombre,26,Trabajando
613856,237,3,1,3,1188.8762485,Hombre,25,Trabajando
613857,237,1,1,1,985.076733,Hombre,34,Trabajando
613857,237,2,1,2,985.076733,Mujer,30,Trabajando
613858,237,1,1,1,849.35286501,Hombre,21,Trabajando
613858,237,2,1,2,849.35286501,Mujer,52,Oficios del hogar
613859,237,1,1,1,1113.8809216,Hombre,56,Trabajando
613859,237,2,1,2,1113.8809216,Mujer,32,Buscando trabajo
613860,237,1,1,1,2179.0676693,Hombre,28,Trabajando
613860,237,2,1,2,2179.0676693,Hombre,18,Estudiando
613860,237,3,1,3,2179.0676693,Mujer,22,Trabajando
613860,237,4,1,4,2179.0676693,Mujer,5,
613860,237,5,1,5,2179.0676693,Hombre,0,
613860,237,6,1,6,2179.0676693,Hombre,35,Trabajando
613861,237,1,1,1,2173.232212,Mujer,63,Pensionado
613861,237,2,1,2,2173.232212,Mujer,22,Trabajando
613862,237,1,1,1,1185.0188331,Mujer,39,Trabajando
613862,237,2,1,2,1185.0188331,Hombre,18,Trabajando
613863,237,1,1,1,2462.8376568,Hombre,46,Trabajando
613863,237,2,1,2,2462.8376568,Mujer,44,Oficios del hogar
613863,237,3,1,3,2462.8376568,Hombre,22,Estudiando
613863,237,4,1,4,2462.8376568,Mujer,13,
613864,237,2,1,2,2705.052815,Mujer,37,Trabajando
613864,237,3,1,3,2705.052815,Mujer,16,Estudiando
613864,237,4,1,4,2705.052815,Mujer,14,
613864,237,5,1,5,2705.052815,Hombre,3,
613864,237,1,1,1,2705.052815,Hombre,36,Trabajando
613865,237,1,1,1,1087.4223676,Hombre,35,Trabajando
613865,237,2,1,2,1087.4223676,Mujer,32,Trabajando
613866,237,1,1,1,2322.9187375,Hombre,25,Trabajando
613866,237,2,1,2,2322.9187375,Mujer,23,Estudiando
613869,237,1,1,1,1243.9376298,Mujer,59,Trabajando
613869,237,2,1,2,1243.9376298,Mujer,17,Estudiando
613870,237,1,1,1,1265.4527823,Mujer,45,Trabajando
613870,237,2,1,2,1265.4527823,Mujer,12,
613870,237,3,1,3,1265.4527823,Hombre,3,
613870,237,4,1,4,1265.4527823,Mujer,62,Trabajando
613871,237,1,1,1,1621.2037022,Mujer,21,Trabajando
613871,237,2,1,2,1621.2037022,Hombre,27,Trabajando
613872,237,1,1,1,1974.5186703,Mujer,48,Trabajando
613872,237,2,1,2,1974.5186703,Mujer,18,Trabajando
613875,237,1,1,1,1217.4639266,Mujer,30,Oficios del hogar
613875,237,2,1,2,1217.4639266,Hombre,55,Trabajando
613875,237,3,1,3,1217.4639266,Hombre,1,
613876,237,1,1,1,1855.1489867,Mujer,51,Trabajando
613877,237,1,1,1,1060.6692829,Mujer,27,Trabajando
613877,237,2,1,2,1060.6692829,Mujer,61,Oficios del hogar
613878,237,1,1,1,1313.513417,Hombre,36,Trabajando
613878,237,2,1,2,1313.513417,Mujer,40,Oficios del hogar
613878,237,3,1,3,1313.513417,Hombre,18,Trabajando
613878,237,4,1,4,1313.513417,Mujer,13,
613879,237,1,1,1,1174.9584958,Mujer,50,Buscando trabajo
613879,237,2,1,2,1174.9584958,Mujer,13,
613880,237,1,1,1,1313.513417,Hombre,49,Trabajando
613880,237,2,1,2,1313.513417,Mujer,46,Trabajando
613880,237,3,1,3,1313.513417,Hombre,19,Estudiando
613880,237,4,1,4,1313.513417,Mujer,9,
613881,237,1,1,1,1013.2217825,Mujer,43,Trabajando
613881,237,2,1,2,1013.2217825,Hombre,25,Trabajando
613882,237,1,1,1,1652.3599972,Hombre,48,Oficios del hogar
613882,237,2,1,2,1652.3599972,Hombre,50,Trabajando
613882,237,3,1,3,1652.3599972,Mujer,17,Estudiando
613883,237,1,1,1,937.60698816,Hombre,57,Trabajando
613883,237,2,1,2,937.60698816,Mujer,52,Oficios del hogar
613883,237,3,1,3,937.60698816,Mujer,27,Trabajando
613883,237,4,1,4,937.60698816,Hombre,21,Estudiando
613884,237,1,1,1,945.79711438,Mujer,54,Trabajando
613884,237,2,1,2,945.79711438,Mujer,44,Trabajando
613884,237,3,1,3,945.79711438,Hombre,39,Trabajando
613885,237,1,1,1,1243.5581534,Mujer,55,Trabajando
613885,237,2,1,2,1243.5581534,Hombre,35,Trabajando
613886,237,1,1,1,1561.787405,Hombre,35,Trabajando
613886,237,2,1,2,1561.787405,Mujer,31,Oficios del hogar
613886,237,3,1,3,1561.787405,Hombre,3,
613887,237,1,1,1,1265.3405962,Mujer,52,Trabajando
613887,237,2,1,2,1265.3405962,Hombre,50,Buscando trabajo
613887,237,3,1,3,1265.3405962,Mujer,22,Estudiando
613888,237,1,1,1,1246.3802209,Hombre,60,Trabajando
613888,237,2,1,2,1246.3802209,Mujer,74,Trabajando
613888,237,3,1,3,1246.3802209,Mujer,21,Trabajando
613889,237,1,1,1,1532.2566705,Hombre,40,Otra actividad
613889,237,2,1,2,1532.2566705,Mujer,39,Otra actividad
613889,237,3,1,3,1532.2566705,Mujer,7,
613889,237,4,1,4,1532.2566705,Hombre,1,
613890,237,5,1,5,1654.543559,Hombre,30,Trabajando
613890,237,1,1,1,1654.543559,Hombre,51,Buscando trabajo
613890,237,2,1,2,1654.543559,Mujer,28,Buscando trabajo
613890,237,3,1,3,1654.543559,Mujer,7,
613890,237,4,1,4,1654.543559,Mujer,4,
613891,237,1,1,1,1217.1037206,Mujer,80,Oficios del hogar
613892,237,1,1,1,1287.0871845,Mujer,65,Pensionado
613893,237,1,1,1,1047.0098874,Mujer,52,Trabajando
613893,237,2,1,2,1047.0098874,Mujer,32,Trabajando
613893,237,3,1,3,1047.0098874,Mujer,24,Trabajando
613894,237,1,1,1,1455.3812343,Mujer,39,Trabajando
613894,237,2,1,2,1455.3812343,Mujer,20,Trabajando
613894,237,3,1,3,1455.3812343,Mujer,14,
613895,237,1,1,1,1592.9437,Mujer,40,Trabajando
613895,237,2,1,2,1592.9437,Hombre,49,Trabajando
613895,237,3,1,3,1592.9437,Hombre,12,
613895,237,4,1,4,1592.9437,Hombre,26,Buscando trabajo
613896,237,2,1,2,1107.8725477,Mujer,67,Oficios del hogar
613896,237,1,1,1,1107.8725477,Hombre,78,Pensionado
613897,237,1,1,1,1362.8261437,Mujer,43,Oficios del hogar
613897,237,2,1,2,1362.8261437,Hombre,24,Trabajando
613897,237,3,1,3,1362.8261437,Hombre,19,Trabajando
613897,237,4,1,4,1362.8261437,Hombre,13,
613898,237,1,1,1,1179.9226484,Hombre,27,Trabajando
613898,237,2,1,2,1179.9226484,Mujer,23,Trabajando
613898,237,3,1,3,1179.9226484,Hombre,4,
613898,237,4,1,4,1179.9226484,Hombre,21,Trabajando
613899,237,1,1,1,1198.0313587,Hombre,29,Trabajando
613899,237,2,1,2,1198.0313587,Mujer,22,Oficios del hogar
613899,237,3,1,3,1198.0313587,Hombre,9,
613899,237,4,1,4,1198.0313587,Mujer,2,
613899,237,5,1,5,1198.0313587,Mujer,29,Oficios del hogar
613899,237,6,1,6,1198.0313587,Hombre,23,Trabajando
613900,237,1,1,1,1193.0687364,Hombre,35,Trabajando
613900,237,2,1,2,1193.0687364,Mujer,23,Trabajando
613900,237,3,1,3,1193.0687364,Mujer,5,
613900,237,4,1,4,1193.0687364,Mujer,2,
613900,237,5,1,5,1193.0687364,Mujer,0,
613900,237,6,1,6,1193.0687364,Mujer,16,Oficios del hogar
613900,237,7,1,7,1193.0687364,Mujer,1,
613900,237,8,2,1,1193.0687364,Mujer,19,Trabajando
613900,237,9,2,2,1193.0687364,Hombre,23,Trabajando
613900,237,10,2,3,1193.0687364,Mujer,3,
613901,237,1,1,1,50.157643016,Hombre,61,Pensionado
613901,237,2,1,2,50.157643016,Mujer,58,Oficios del hogar
613902,237,1,1,1,72.155001722,Hombre,20,Trabajando
613902,237,2,1,2,72.155001722,Mujer,18,Oficios del hogar
613902,237,3,1,3,72.155001722,Mujer,1,
613903,237,1,1,1,64.860644602,Mujer,40,Trabajando
613903,237,2,1,2,64.860644602,Hombre,42,Trabajando
613903,237,3,1,3,64.860644602,Hombre,16,Estudiando
613903,237,4,1,4,64.860644602,Hombre,13,
613904,237,1,1,1,52.634307547,Mujer,53,Trabajando
613905,237,1,1,1,50.999991248,Mujer,66,Pensionado
613906,237,1,1,1,50.157643016,Hombre,55,Trabajando
613906,237,2,1,2,50.157643016,Mujer,67,Oficios del hogar
613907,237,1,1,1,46.140109658,Mujer,65,Oficios del hogar
613907,237,2,1,2,46.140109658,Hombre,76,Incapacitado permanente para trabajar
613907,237,3,1,3,46.140109658,Mujer,35,Trabajando
613908,237,1,1,1,50.999991248,Mujer,82,Pensionado
613909,237,1,1,1,50.999991248,Mujer,73,Pensionado
613910,237,1,1,1,50.999991248,Mujer,64,Oficios del hogar
613911,237,2,1,2,72.526108295,Mujer,36,Trabajando
613911,237,3,1,3,72.526108295,Hombre,8,
613911,237,4,1,4,72.526108295,Hombre,0,
613911,237,5,1,5,72.526108295,Mujer,56,Incapacitado permanente para trabajar
613911,237,6,1,6,72.526108295,Mujer,34,Trabajando
613911,237,7,1,7,72.526108295,Hombre,8,
613911,237,1,1,1,72.526108295,Hombre,37,Trabajando
613912,237,1,1,1,60.659968629,Hombre,28,Trabajando
613913,237,1,1,1,58.284345233,Hombre,34,Trabajando
613913,237,2,1,2,58.284345233,Mujer,30,Oficios del hogar
613913,237,3,1,3,58.284345233,Hombre,12,
613913,237,4,1,4,58.284345233,Mujer,10,
613914,237,1,1,1,76.712056144,Hombre,82,Trabajando
613914,237,2,1,2,76.712056144,Mujer,81,Oficios del hogar
613914,237,3,1,3,76.712056144,Hombre,51,Trabajando
613915,237,1,1,1,86.631059775,Mujer,41,Trabajando
613915,237,2,1,2,86.631059775,Hombre,15,Estudiando
613916,237,3,1,3,49.947968146,Mujer,46,Oficios del hogar
613916,237,4,1,4,49.947968146,Mujer,70,Oficios del hogar
613916,237,1,1,1,49.947968146,Mujer,50,Trabajando
613916,237,2,1,2,49.947968146,Mujer,24,Estudiando
613917,237,1,1,1,114.43169389,Hombre,50,Trabajando
613917,237,2,1,2,114.43169389,Hombre,14,
613918,237,2,1,2,59.107794535,Mujer,54,Oficios del hogar
613918,237,3,1,3,59.107794535,Hombre,37,Trabajando
613918,237,1,1,1,59.107794535,Hombre,61,Trabajando
613919,237,1,1,1,92.674952072,Hombre,36,Trabajando
613920,237,1,1,1,69.39232377,Hombre,45,Trabajando
613920,237,2,1,2,69.39232377,Mujer,38,Trabajando
613920,237,3,1,3,69.39232377,Mujer,18,Estudiando
613920,237,4,1,4,69.39232377,Mujer,14,
613921,237,1,1,1,48.193063071,Hombre,36,Trabajando
613921,237,2,1,2,48.193063071,Mujer,33,Oficios del hogar
613921,237,3,1,3,48.193063071,Mujer,14,
613921,237,4,1,4,48.193063071,Mujer,14,
613922,237,2,1,2,102.35966918,Hombre,14,
613922,237,1,1,1,102.35966918,Mujer,43,Trabajando
613923,237,1,1,1,68.767556122,Mujer,67,Oficios del hogar
613923,237,2,1,2,68.767556122,Mujer,30,Trabajando
613924,237,1,1,1,86.981537149,Mujer,56,Oficios del hogar
613924,237,2,1,2,86.981537149,Hombre,30,Buscando trabajo
613925,237,1,1,1,80.318621203,Mujer,64,Oficios del hogar
613925,237,2,1,2,80.318621203,Hombre,28,Incapacitado permanente para trabajar
613925,237,3,1,3,80.318621203,Mujer,27,Buscando trabajo
613925,237,4,1,4,80.318621203,Hombre,1,
613926,237,1,1,1,72.045837989,Mujer,88,Ocio
613926,237,2,1,2,72.045837989,Mujer,58,Oficios del hogar
613927,237,1,1,1,86.012036126,Hombre,49,Trabajando
613927,237,2,1,2,86.012036126,Mujer,42,Oficios del hogar
613927,237,3,1,3,86.012036126,Hombre,5,
613928,237,1,1,1,86.647785942,Hombre,73,Pensionado
613928,237,2,1,2,86.647785942,Mujer,68,Pensionado
613929,237,1,1,1,86.647785942,Hombre,79,Pensionado
613929,237,2,1,2,86.647785942,Mujer,76,Trabajando
613930,237,1,1,1,76.769751888,Mujer,37,Trabajando
613930,237,2,1,2,76.769751888,Hombre,13,
613931,237,1,1,1,74.584502371,Hombre,40,Trabajando
613931,237,2,1,2,74.584502371,Mujer,36,Trabajando
613931,237,3,1,3,74.584502371,Mujer,12,
613931,237,4,1,4,74.584502371,Mujer,6,
613932,237,4,1,4,90.264971857,Mujer,21,Estudiando
613932,237,1,1,1,90.264971857,Hombre,65,Ocio
613932,237,2,1,2,90.264971857,Mujer,66,Oficios del hogar
613932,237,3,1,3,90.264971857,Hombre,38,Trabajando
613933,237,1,1,1,77.739252912,Mujer,64,Pensionado
613934,237,1,1,1,92.341200865,Hombre,78,Pensionado
613935,237,1,1,1,59.564569704,Hombre,43,Trabajando
613935,237,2,1,2,59.564569704,Mujer,33,Trabajando
613935,237,3,1,3,59.564569704,Mujer,21,Estudiando
613935,237,4,1,4,59.564569704,Mujer,16,Estudiando
613935,237,5,1,5,59.564569704,Mujer,9,
613936,237,1,1,1,78.047218351,Mujer,56,Oficios del hogar
613936,237,2,1,2,78.047218351,Hombre,37,Trabajando
613936,237,3,1,3,78.047218351,Hombre,6,
613937,237,1,1,1,79.219666444,Hombre,32,Trabajando
613937,237,2,1,2,79.219666444,Mujer,52,Estudiando
613938,237,1,1,1,80.386937803,Mujer,46,Oficios del hogar
613938,237,2,1,2,80.386937803,Hombre,51,Trabajando
613938,237,3,1,3,80.386937803,Mujer,19,Buscando trabajo
613938,237,4,1,4,80.386937803,Hombre,14,
613939,237,1,1,1,62.760455442,Mujer,66,Trabajando
613939,237,2,1,2,62.760455442,Mujer,36,Trabajando
613939,237,3,1,3,62.760455442,Hombre,24,Estudiando
613939,237,4,1,4,62.760455442,Mujer,20,Estudiando
613940,237,1,1,1,86.708633515,Hombre,66,Trabajando
613940,237,2,1,2,86.708633515,Mujer,59,Oficios del hogar
613940,237,3,1,3,86.708633515,Hombre,17,Estudiando
613941,237,1,1,1,71.144653566,Mujer,42,Trabajando
613941,237,2,1,2,71.144653566,Mujer,20,Trabajando
613941,237,3,1,3,71.144653566,Hombre,11,
613942,237,1,1,1,86.981537149,Mujer,60,Oficios del hogar
613942,237,2,1,2,86.981537149,Hombre,30,Trabajando
613943,237,1,1,1,72.206488285,Hombre,57,Trabajando
613943,237,2,1,2,72.206488285,Mujer,55,Oficios del hogar
613944,237,1,1,1,75.632349169,Hombre,48,Trabajando
613944,237,2,1,2,75.632349169,Mujer,49,Trabajando
613944,237,3,1,3,75.632349169,Hombre,27,Buscando trabajo
613944,237,4,1,4,75.632349169,Mujer,23,Buscando trabajo
613945,237,1,1,1,86.708633515,Hombre,60,Trabajando
613945,237,2,1,2,86.708633515,Mujer,62,Oficios del hogar
613945,237,3,1,3,86.708633515,Hombre,20,Estudiando
613946,237,1,1,1,67.504967877,Mujer,46,Trabajando
613946,237,2,1,2,67.504967877,Mujer,22,Estudiando
613946,237,3,1,3,67.504967877,Hombre,20,Estudiando
613947,237,1,1,1,71.222607613,Hombre,26,Trabajando
